,series,episode_name,book,book_number,episode_number,character_name,dialogue
0,1,The Boy in the Iceberg,Water,1,1,Sokka,"It's not getting away from me this time. Watch and learn, Katara. ''This'' is how you catch a fish."
1,1,The Boy in the Iceberg,Water,1,1,Katara,"Sokka, look!"
2,1,The Boy in the Iceberg,Water,1,1,Katara,"But, Sokka! I caught one!"
3,1,The Boy in the Iceberg,Water,1,1,Katara,Hey!
4,1,The Boy in the Iceberg,Water,1,1,Sokka,"Why is it that every time ''you'' play with magic water, ''I'' get soaked?"
5,1,The Boy in the Iceberg,Water,1,1,Sokka,"Yeah, yeah, ""an ancient art unique to our culture"", blah, blah, blah. Look, I'm just saying that if I had weird powers, I'd keep my weirdness to myself."
6,1,The Boy in the Iceberg,Water,1,1,Katara,You're calling ''me'' weird? I'm not the one who makes muscles at myself every time I see my reflection in the water!
7,1,The Boy in the Iceberg,Water,1,1,Katara,Watch out! Go left! Go left!
8,1,The Boy in the Iceberg,Water,1,1,Katara,You call that ''left?''
9,1,The Boy in the Iceberg,Water,1,1,Sokka,"You don't like my steering? Well, maybe you should've ''waterbended'' us out of the ice."
10,1,The Boy in the Iceberg,Water,1,1,Katara,So it's my fault?
11,1,The Boy in the Iceberg,Water,1,1,Katara,"Ever since mom died, ''I've'' been doing all the work around camp while ''you've'' been off playing soldier!"
12,1,The Boy in the Iceberg,Water,1,1,Sokka,Uh ... Katara ...
13,1,The Boy in the Iceberg,Water,1,1,Katara,"I even wash all the clothes! Have you ever smelled your dirty socks? Let me tell you, ''not pleasant!''"
14,1,The Boy in the Iceberg,Water,1,1,Sokka,"Katara, settle down!"
15,1,The Boy in the Iceberg,Water,1,1,Katara,"No that's it! I'm ''done'' helping you! From now on, you're ''on your own!''"
16,1,The Boy in the Iceberg,Water,1,1,Sokka,"Okay, you've gone from ""weird"" to ""freakish"", Katara."
17,1,The Boy in the Iceberg,Water,1,1,Katara,You mean ''I ''did that?
18,1,The Boy in the Iceberg,Water,1,1,Sokka,Yep. Congratulations.
19,1,The Boy in the Iceberg,Water,1,1,Katara,He's alive! We have to help!
20,1,The Boy in the Iceberg,Water,1,1,Sokka,"Katara, get back here! We don't know what that ''thing'' is!"
21,1,The Boy in the Iceberg,Water,1,1,Zuko,"Finally! Uncle, do you realize what this means?!"
22,1,The Boy in the Iceberg,Water,1,1,Iroh,I won't get to finish my game?
23,1,The Boy in the Iceberg,Water,1,1,Zuko,It means my search is about to come to an end.
24,1,The Boy in the Iceberg,Water,1,1,Zuko,That light came from an ''incredibly'' powerful source! It has to be him!
25,1,The Boy in the Iceberg,Water,1,1,Iroh,"Or it's just the celestial lights. We've been down this road before, Prince Zuko. I don't want you to get too excited over nothing. Please, sit. Why don't you enjoy a cup of calming Jasmine tea?"
26,1,The Boy in the Iceberg,Water,1,1,Zuko,"I don't need any calming tea! I need to capture the Avatar! Helmsman, head a course for the light!"
27,1,The Boy in the Iceberg,Water,1,1,Sokka,Stop!
28,1,The Boy in the Iceberg,Water,1,1,Katara,Stop it!
29,1,The Boy in the Iceberg,Water,1,1,Aang,I need to ask you something ...
30,1,The Boy in the Iceberg,Water,1,1,Katara,What?
31,1,The Boy in the Iceberg,Water,1,1,Aang,Please ... come closer.
32,1,The Boy in the Iceberg,Water,1,1,Katara,What is it?
33,1,The Boy in the Iceberg,Water,1,1,Aang,Will you go penguin sledding with me?
34,1,The Boy in the Iceberg,Water,1,1,Katara,"Uh, sure ... I-I guess."
35,1,The Boy in the Iceberg,Water,1,1,Aang,What's going on here?
36,1,The Boy in the Iceberg,Water,1,1,Sokka,You tell us! How did you get in the ice? And why aren't you frozen?
37,1,The Boy in the Iceberg,Water,1,1,Aang,I'm not sure.
38,1,The Boy in the Iceberg,Water,1,1,Aang,"Appa! Are you all right? Wake up, buddy."
39,1,The Boy in the Iceberg,Water,1,1,Aang,"Ha, ha! You're okay!"
40,1,The Boy in the Iceberg,Water,1,1,Sokka,What ''is'' that thing?
41,1,The Boy in the Iceberg,Water,1,1,Aang,"This is Appa, my flying bison."
42,1,The Boy in the Iceberg,Water,1,1,Sokka,"Right, and this is Katara, my flying sister."
43,1,The Boy in the Iceberg,Water,1,1,Aang,"Don't worry, it'll wash out. So do you guys live around here?"
44,1,The Boy in the Iceberg,Water,1,1,Sokka,''Don't ''answer that! Did you see that crazy bolt of light?! He was probably trying to signal the Fire Navy!
45,1,The Boy in the Iceberg,Water,1,1,Katara,"Oh yeah, I'm sure he's a spy for the Fire Navy. You can tell by that ''evil'' look in his eye. The paranoid one is my brother, Sokka. You never told us your name."
46,1,The Boy in the Iceberg,Water,1,1,Aang,I'm A ... a-a-a-Achoo! I'm Aang.
47,1,The Boy in the Iceberg,Water,1,1,Sokka,You just sneezed ... and flew ten feet in the air!
48,1,The Boy in the Iceberg,Water,1,1,Aang,Really? It felt higher than that.
49,1,The Boy in the Iceberg,Water,1,1,Katara,You're an airbender!
50,1,The Boy in the Iceberg,Water,1,1,Aang,Sure am!
51,1,The Boy in the Iceberg,Water,1,1,Sokka,"Giant light beams, flying bison, airbenders ... I think I got midnight sun madness. I'm going home to where stuff makes sense."
52,1,The Boy in the Iceberg,Water,1,1,Aang,"Well, if you guys are stuck, Appa and I can give you a lift."
53,1,The Boy in the Iceberg,Water,1,1,Katara,We'd love a ride! Thanks!
54,1,The Boy in the Iceberg,Water,1,1,Sokka,Oh no! I'm not getting on that fluffy ''snot'' monster!
55,1,The Boy in the Iceberg,Water,1,1,Katara,"Are you hoping some other kind of monster will come along and give you a ride home? You know, before you ''freeze'' to death?"
56,1,The Boy in the Iceberg,Water,1,1,Aang,"Okay, first time flyers, hold on tight! Appa, yip-yip!"
57,1,The Boy in the Iceberg,Water,1,1,Aang,"Come on, Appa. Yip-yip!"
58,1,The Boy in the Iceberg,Water,1,1,Sokka,"Wow, that was ''truly'' amazing ..."
59,1,The Boy in the Iceberg,Water,1,1,Aang,Appa's just a little tired. A little rest and he'll be soaring through the sky. You'll see.
60,1,The Boy in the Iceberg,Water,1,1,Katara,Why are you smiling at me like that?
61,1,The Boy in the Iceberg,Water,1,1,Aang,"Oh, I was smiling?"
62,1,The Boy in the Iceberg,Water,1,1,Iroh,"I'm going to bed now. Yep, a man needs his rest. Prince Zuko, you need some sleep. Even if you're right, and the Avatar is alive, you won't find him. Your father, grandfather and great-grandfather all tried and failed."
63,1,The Boy in the Iceberg,Water,1,1,Zuko,Because their ''honor'' didn't hinge on the Avatar's capture. Mine ''does.'' This coward's hundred years in hiding are over.
64,1,The Boy in the Iceberg,Water,1,1,Katara,Hey.
65,1,The Boy in the Iceberg,Water,1,1,Aang,Hey. What'cha thinkin' about?
66,1,The Boy in the Iceberg,Water,1,1,Katara,"I guess I was wondering, your being an airbender and all, if you had any idea what happened to the Avatar?"
67,1,The Boy in the Iceberg,Water,1,1,Aang,"Oh, no. I didn't know him. I mean, I knew people that knew him, but I didn't. Sorry."
68,1,The Boy in the Iceberg,Water,1,1,Katara,Okay. Just curious. Good night.
69,1,The Boy in the Iceberg,Water,1,1,Aang,Sleep tight.
70,1,The Boy in the Iceberg,Water,1,1,Katara,"Aang? Aang! Wake up. It's okay, we're in the village now! Come on, get ready. Everyone's waiting to meet you."
71,1,The Boy in the Iceberg,Water,1,1,Katara,"Aang, ''this'' is the entire village. Entire village, Aang."
72,1,The Boy in the Iceberg,Water,1,1,Aang,"Uh, why are they all looking at me like that? Did Appa sneeze on me?"
73,1,The Boy in the Iceberg,Water,1,1,Kanna,"Well, no one has seen an airbender in a hundred years. We thought they were extinct, until my granddaughter and grandson found you."
74,1,The Boy in the Iceberg,Water,1,1,Aang,Extinct?
75,1,The Boy in the Iceberg,Water,1,1,Katara,"Aang, this is my grandmother."
76,1,The Boy in the Iceberg,Water,1,1,Kanna,Call me Gran-Gran.
77,1,The Boy in the Iceberg,Water,1,1,Sokka,"What is this, a weapon? You can't ''stab'' anything with this!"
78,1,The Boy in the Iceberg,Water,1,1,Aang,It's not for stabbing! It's for airbending.
79,1,The Boy in the Iceberg,Water,1,1,Village girl,Magic trick! Do it again!
80,1,The Boy in the Iceberg,Water,1,1,Aang,"Not magic, airbending. It lets me control the air currents around my glider and fly."
81,1,The Boy in the Iceberg,Water,1,1,Sokka,"Ya know, last time I checked, humans ''can't fly!''"
82,1,The Boy in the Iceberg,Water,1,1,Aang,Check again!
83,1,The Boy in the Iceberg,Water,1,1,Village girl,He's flying!
84,1,The Boy in the Iceberg,Water,1,1,Village girl,It's amazing!
85,1,The Boy in the Iceberg,Water,1,1,Sokka,My watchtower!
86,1,The Boy in the Iceberg,Water,1,1,Katara,That was ''amazing!''
87,1,The Boy in the Iceberg,Water,1,1,Sokka,"Great. You're an airbender, Katara's a waterbender. Together you can just waste time ''all'' day long."
88,1,The Boy in the Iceberg,Water,1,1,Aang,You're a waterbender?
89,1,The Boy in the Iceberg,Water,1,1,Katara,"Well, sort of. Not yet."
90,1,The Boy in the Iceberg,Water,1,1,Kanna,"All right, no more playing. Come on, Katara, you have chores."
91,1,The Boy in the Iceberg,Water,1,1,Katara,"I told you, he's the real thing Gran-Gran! I finally found a bender to teach me!"
92,1,The Boy in the Iceberg,Water,1,1,Kanna,"Katara, try not to put all your hopes in this boy."
93,1,The Boy in the Iceberg,Water,1,1,Katara,But he's special! I can tell! I sense he's filled with ''much'' wisdom.
94,1,The Boy in the Iceberg,Water,1,1,Aang,See? Now my tongue is stuck to my staff!
95,1,The Boy in the Iceberg,Water,1,1,Iroh,Again.
96,1,The Boy in the Iceberg,Water,1,1,Iroh,"No! Power in firebending comes from the breath , not the muscles. The breath becomes energy in the body. The energy extends past your limbs and becomes: fire! Get it right this time."
97,1,The Boy in the Iceberg,Water,1,1,Zuko,Enough! I've been drilling this sequence all day. Teach me the next set! I'm ''more'' than ready!
98,1,The Boy in the Iceberg,Water,1,1,Iroh,"No, you are impatient. You have yet to master your basics. Drill it again!"
99,1,The Boy in the Iceberg,Water,1,1,Zuko,The sages tell us that the Avatar is the last airbender. He must be over a hundred years old by now. He's had a century to master the four elements! I'll need more than basic firebending to defeat him. You ''will'' teach me the advanced set!
100,1,The Boy in the Iceberg,Water,1,1,Iroh,"Very well, but first, I must finish my roast duck."
101,1,The Boy in the Iceberg,Water,1,1,Sokka,"Now men, it's important that you show no fear when you face a firebender. In the Water Tribe, we fight to the last man standing! For without courage, how can we call ourselves men?"
102,1,The Boy in the Iceberg,Water,1,1,Southern Water Tribe boy,I gotta pee!
103,1,The Boy in the Iceberg,Water,1,1,Sokka,"Listen! Until your fathers return from the War, they're counting on ''you'' to be the men of this tribe, and that means ''no potty breaks''!"
104,1,The Boy in the Iceberg,Water,1,1,Southern Water Tribe boy,But I really gotta go!
105,1,The Boy in the Iceberg,Water,1,1,Sokka,"Okay, who else has to go?"
106,1,The Boy in the Iceberg,Water,1,1,Katara,Have you seen Aang? Gran-Gran said he disappeared over ''an hour'' ago.
107,1,The Boy in the Iceberg,Water,1,1,Aang,Wow! ''Everything'' freezes in there!
108,1,The Boy in the Iceberg,Water,1,1,Sokka,"Uh! Katara, get him out of here! This lesson is for warriors ''only''!"
109,1,The Boy in the Iceberg,Water,1,1,Village boy,Whee!
110,1,The Boy in the Iceberg,Water,1,1,Sokka,Stop! Stop it right now! What's wrong with you?! We don't have time for fun and games with ''the War'' going on!
111,1,The Boy in the Iceberg,Water,1,1,Aang,What war? What are you talking about?
112,1,The Boy in the Iceberg,Water,1,1,Sokka,"You're kidding, right?"
113,1,The Boy in the Iceberg,Water,1,1,Aang,Penguin!
114,1,The Boy in the Iceberg,Water,1,1,Sokka,"He's kidding, right?"
115,1,The Boy in the Iceberg,Water,1,1,Katara,Aang?
116,1,The Boy in the Iceberg,Water,1,1,Aang,"Hey, come on little guy. Wanna go sledding? Heh heh. I have a way with animals."
117,1,The Boy in the Iceberg,Water,1,1,Katara,"Hehehe, Aang, I'll help ''you'' catch a penguin if you teach ''me'' waterbending."
118,1,The Boy in the Iceberg,Water,1,1,Aang,"You got a deal! Just one little problem ... I'm an airbender, not a waterbender. Isn't there someone in your tribe who can teach you?"
119,1,The Boy in the Iceberg,Water,1,1,Katara,No. You're looking at the ''only'' waterbender in the whole South Pole.
120,1,The Boy in the Iceberg,Water,1,1,Aang,"This isn't right. A waterbender needs to master water. What about the North Pole? There's another Water Tribe up there, right? Maybe they have waterbenders who could teach you."
121,1,The Boy in the Iceberg,Water,1,1,Katara,"Maybe, but we haven't had contact with our sister tribe in a long time. It's not exactly ""turn right at the second glacier"". It's on the other side of ''the world''."
122,1,The Boy in the Iceberg,Water,1,1,Aang,"But you forget, ''I'' have a flying bison. Appa and I can ''personally'' fly you to the North Pole. Katara, we're going to find you a master!"
123,1,The Boy in the Iceberg,Water,1,1,Katara,"That's ... I mean, I don't know. I've never left home before."
124,1,The Boy in the Iceberg,Water,1,1,Aang,"Well, you think about it, but in the meantime, can you teach me catch one of these penguins?"
125,1,The Boy in the Iceberg,Water,1,1,Katara,"Okay, listen closely my young pupil. Catching penguins is an ancient and sacred art. Observe!"
126,1,The Boy in the Iceberg,Water,1,1,Aang,"Hi hi hi! Ha, ha, ha!"
127,1,The Boy in the Iceberg,Water,1,1,Katara,I haven't done this since I was a kid!
128,1,The Boy in the Iceberg,Water,1,1,Aang,You still ''are'' a kid!
129,1,The Boy in the Iceberg,Water,1,1,Aang,Whoa! What is ''that?''
130,1,The Boy in the Iceberg,Water,1,1,Katara,"A Fire Navy ship. And a very bad memory for my people. Aang, stop! We're not allowed to go near it! The ship could be booby-trapped!"
131,1,The Boy in the Iceberg,Water,1,1,Aang,"If you want to be a bender, you ''have'' to let go of fear."
132,1,The Boy in the Iceberg,Water,1,1,Katara,This ship has haunted my tribe since Gran-Gran was a little girl. It was part of the Fire Nation's first attacks.
133,1,The Boy in the Iceberg,Water,1,1,Aang,"Okay, back up. I have friends ''all over'' the world, even in the Fire Nation. I've never seen ''any'' war."
134,1,The Boy in the Iceberg,Water,1,1,Katara,"Aang, how long were you in that iceberg?"
135,1,The Boy in the Iceberg,Water,1,1,Aang,"I don't know. A few days, maybe?"
136,1,The Boy in the Iceberg,Water,1,1,Katara,I think it was more like a hundred'' years!''
137,1,The Boy in the Iceberg,Water,1,1,Aang,What?! That's impossible! Do I look like a hundred-twelve-year-old man to you?
138,1,The Boy in the Iceberg,Water,1,1,Katara,"Think about it. The War is a century old. You don't know about it because, somehow, you were in there the whole time! It's the only explanation."
139,1,The Boy in the Iceberg,Water,1,1,Aang,A hundred years! I can't believe it.
140,1,The Boy in the Iceberg,Water,1,1,Katara,"I'm sorry, Aang. Maybe somehow there's a bright side to all this ..."
141,1,The Boy in the Iceberg,Water,1,1,Aang,I ''did'' get to meet you.
142,1,The Boy in the Iceberg,Water,1,1,Katara,"Come on, let's get out of here."
143,1,The Boy in the Iceberg,Water,1,1,Katara,"Aang, let's head back, this place is creepy."
144,1,The Boy in the Iceberg,Water,1,1,Aang,Huh?
145,1,The Boy in the Iceberg,Water,1,1,Aang,What's that you said about booby traps?
146,1,The Boy in the Iceberg,Water,1,1,Aang,Uh oh ... Hold on tight!
147,1,The Boy in the Iceberg,Water,1,1,Katara,Aaah!
148,1,The Boy in the Iceberg,Water,1,1,Zuko,The last airbender! Quite agile for his old age. Wake my uncle! Tell him I found the Avatar. As ''well'' as his hiding place ...
149,1,The Avatar Returns,Water,1,2,Katara,"Water. Earth. Fire. Air. Long ago, the four nations lived together in harmony. Then, everything changed when the Fire Nation attacked. Only the Avatar, master of all four elements, could stop them, but when the world needed him most, he vanished. A hundred years passed, and my brother and I discovered the new Avatar, an airbender named Aang. And although his airbending skills are great, he has a lot to learn before he's ready to save anyone. But I believe Aang can save the world."
150,1,The Avatar Returns,Water,1,2,Village kids,Yay! Aang's back!
151,1,The Avatar Returns,Water,1,2,Sokka,"I knew it! You signaled the Fire Navy with that flare! You're leading them straight to us, aren't you?"
152,1,The Avatar Returns,Water,1,2,Katara,Aang didn't do anything! It was an accident.
153,1,The Avatar Returns,Water,1,2,Aang,"Yeah. We were on the ship and there was this booby trap, and, well -- -- we booby-ed right into it."
154,1,The Avatar Returns,Water,1,2,Kanna,"Katara, you shouldn't have gone on that ship! Now we could ''all'' be in danger!"
155,1,The Avatar Returns,Water,1,2,Aang,Don't blame Katara. I brought her there. It's my fault.
156,1,The Avatar Returns,Water,1,2,Sokka,"Aha! The traitor confesses! Warriors, away from the enemy. The foreigner is banished from our village."
157,1,The Avatar Returns,Water,1,2,Katara,"Sokka, you're making a mistake."
158,1,The Avatar Returns,Water,1,2,Sokka,"No, I'm keeping my promise to Dad. I'm protecting you, from threats like him!"
159,1,The Avatar Returns,Water,1,2,Katara,Aang is ''not'' our enemy! Don't you see? Aang's brought us something we haven't had in a long time: fun.
160,1,The Avatar Returns,Water,1,2,Sokka,Fun?! We can't fight firebenders with fun!
161,1,The Avatar Returns,Water,1,2,Aang,You should try it sometime.
162,1,The Avatar Returns,Water,1,2,Sokka,Get out of our village! ''Now!''
163,1,The Avatar Returns,Water,1,2,Katara,"Grandmother, please. ''Don't'' let Sokka do this!"
164,1,The Avatar Returns,Water,1,2,Kanna,"Katara, you knew going on that ship was forbidden. Sokka is right. I think it best if the airbender leaves."
165,1,The Avatar Returns,Water,1,2,Katara,"Fine! Then I'm banished, too! Come on Aang, let's go."
166,1,The Avatar Returns,Water,1,2,Sokka,Where do you think ''you're'' going?
167,1,The Avatar Returns,Water,1,2,Katara,To find a waterbender. Aang is taking ''me'' to the North Pole.
168,1,The Avatar Returns,Water,1,2,Aang,I am? Great!
169,1,The Avatar Returns,Water,1,2,Sokka,Katara! Would you really choose him over your tribe? Your own family?
170,1,The Avatar Returns,Water,1,2,Aang,"Katara, I don't want to come between you and your family."
171,1,The Avatar Returns,Water,1,2,Katara,"So, you're leaving the South Pole? This is goodbye?"
172,1,The Avatar Returns,Water,1,2,Aang,Thanks for penguin sledding with me.
173,1,The Avatar Returns,Water,1,2,Katara,Where will you go?
174,1,The Avatar Returns,Water,1,2,Aang,"Guess I'll go back home and look for the airbenders. Wow, I haven't cleaned my room in a hundred years. Not looking forward to ''that.'' It was nice meeting everyone."
175,1,The Avatar Returns,Water,1,2,Sokka,"Let's see your bison fly now, ''air boy.''"
176,1,The Avatar Returns,Water,1,2,Aang,"Come on Appa, you can do it. Yip-yip!"
177,1,The Avatar Returns,Water,1,2,Sokka,"Yeah, I thought so!"
178,1,The Avatar Returns,Water,1,2,Southern Water Tribe girl,"Ahhh! Aang, don't go! I'll miss you!"
179,1,The Avatar Returns,Water,1,2,Aang,"I'll miss you, too. Come on, boy."
180,1,The Avatar Returns,Water,1,2,Kanna,"Katara, you'll feel better after you-"
181,1,The Avatar Returns,Water,1,2,Katara,You happy now? There goes my ''one ''chance at becoming a waterbender!
182,1,The Avatar Returns,Water,1,2,Sokka,"All right, ready our defenses! The Fire Nation could be on our shores any moment now!"
183,1,The Avatar Returns,Water,1,2,Southern Water Tribe boy,But I gotta ...
184,1,The Avatar Returns,Water,1,2,Sokka,Oh man!
185,1,The Avatar Returns,Water,1,2,Sokka,Oh maaan ...
186,1,The Avatar Returns,Water,1,2,Katara,"Sokka, get out of the way!"
187,1,The Avatar Returns,Water,1,2,Zuko,Where are you hiding him?
188,1,The Avatar Returns,Water,1,2,Zuko,I ''know'' you're hiding him!
189,1,The Avatar Returns,Water,1,2,Village boy,Show no fear!
190,1,The Avatar Returns,Water,1,2,Aang,"Hey, Katara. Hey, Sokka."
191,1,The Avatar Returns,Water,1,2,Sokka,"Hi, Aang. Thanks for coming."
192,1,The Avatar Returns,Water,1,2,Aang,Looking for me?
193,1,The Avatar Returns,Water,1,2,Zuko,''You're'' the airbender? ''You're'' the Avatar?
194,1,The Avatar Returns,Water,1,2,Katara,Aang?
195,1,The Avatar Returns,Water,1,2,Sokka,No way!
196,1,The Avatar Returns,Water,1,2,Zuko,"I've spent years preparing for this encounter. Training, meditating. You're just a child!"
197,1,The Avatar Returns,Water,1,2,Aang,"Well, you're just a teenager."
198,1,The Avatar Returns,Water,1,2,Aang,"If I go with you, will you promise to leave everyone alone?"
199,1,The Avatar Returns,Water,1,2,Katara,"No! Aang, ''don't'' do this!"
200,1,The Avatar Returns,Water,1,2,Aang,"Don't worry, Katara. It'll be okay. Take care of Appa for me until I get back."
201,1,The Avatar Returns,Water,1,2,Zuko,Head a course for the Fire Nation. I'm going home.
202,1,The Avatar Returns,Water,1,2,Katara,"We have to go after that ship, Sokka. Aang saved our tribe, now we have to save him."
203,1,The Avatar Returns,Water,1,2,Sokka,"Katara, I --"
204,1,The Avatar Returns,Water,1,2,Katara,"Why can't you realize that he's on our side? If we don't help him, no one will. I know you don't like Aang, but we owe him and --"
205,1,The Avatar Returns,Water,1,2,Sokka,"Katara! Are you gonna talk all day, or are you comin' with me?"
206,1,The Avatar Returns,Water,1,2,Katara,Sokka!
207,1,The Avatar Returns,Water,1,2,Sokka,"Get in, we're going to save your boyfriend."
208,1,The Avatar Returns,Water,1,2,Katara,He's not my --
209,1,The Avatar Returns,Water,1,2,Sokka,Whatever.
210,1,The Avatar Returns,Water,1,2,Kanna,What do you two think you're doing?
211,1,The Avatar Returns,Water,1,2,Sokka,"Yeah, okay Gran."
212,1,The Avatar Returns,Water,1,2,Kanna,Aang is the Avatar. He's the world's only chance. You both found him for a reason. Now your destinies are intertwined with his.
213,1,The Avatar Returns,Water,1,2,Katara,There's no way we're going to catch a warship with a ''canoe.''
214,1,The Avatar Returns,Water,1,2,Katara,Appa!
215,1,The Avatar Returns,Water,1,2,Sokka,"You just looove taking me out of my comfort zone, don't you?"
216,1,The Avatar Returns,Water,1,2,Zuko,"This staff will make an excellent gift for my father. I suppose you wouldn't know of fathers, being raised by monks. Take the Avatar to the prison hold, and take this to my quarters."
217,1,The Avatar Returns,Water,1,2,Aang,"So, I guess you've never fought an airbender before. I bet I could take you ''both ''with my hands tied behind my back."
218,1,The Avatar Returns,Water,1,2,Firebender,Silence.
219,1,The Avatar Returns,Water,1,2,Firebender,The Avatar has escaped!
220,1,The Avatar Returns,Water,1,2,Sokka,Go. Fly. Soar.
221,1,The Avatar Returns,Water,1,2,Katara,"Please, Appa. We need your help. ''Aang'' needs your help."
222,1,The Avatar Returns,Water,1,2,Sokka,Up. Ascend. Elevate.
223,1,The Avatar Returns,Water,1,2,Katara,"Sokka doesn't believe you can fly, but I do, Appa. Come on, don't you want to save Aang?"
224,1,The Avatar Returns,Water,1,2,Sokka,What was it that kid said? Yee-haw? Hup-hup? Wah-hoo? Uh ... Yip-yip?
225,1,The Avatar Returns,Water,1,2,Katara,"You did it, Sokka!"
226,1,The Avatar Returns,Water,1,2,Sokka,"He's flying! He's flying! Katara, he's -"
227,1,The Avatar Returns,Water,1,2,Sokka,"I mean, big deal. He's flying."
228,1,The Avatar Returns,Water,1,2,Aang,"You haven't seen my staff around, have you?"
229,1,The Avatar Returns,Water,1,2,Aang,Thanks anyway!
230,1,The Avatar Returns,Water,1,2,Aang,Sorry!
231,1,The Avatar Returns,Water,1,2,Aang,My staff!
232,1,The Avatar Returns,Water,1,2,Zuko,Looks like I underestimated you.
233,1,The Avatar Returns,Water,1,2,Zuko,What is that?
234,1,The Avatar Returns,Water,1,2,Aang,Appa!
235,1,The Avatar Returns,Water,1,2,Katara,Aang! No!
236,1,The Avatar Returns,Water,1,2,Katara,Aang! Aang! Aang!
237,1,The Avatar Returns,Water,1,2,Katara,Did you see what he just did?!
238,1,The Avatar Returns,Water,1,2,Sokka,Now ''that'' was some waterbending!
239,1,The Avatar Returns,Water,1,2,Katara,Aang! Are you okay?
240,1,The Avatar Returns,Water,1,2,Aang,"Hey, Katara. Hey, Sokka. Thanks for coming."
241,1,The Avatar Returns,Water,1,2,Sokka,"Well, I couldn't let you have ''all'' the glory."
242,1,The Avatar Returns,Water,1,2,Aang,I dropped my staff.
243,1,The Avatar Returns,Water,1,2,Sokka,Got it!
244,1,The Avatar Returns,Water,1,2,Sokka,Ha! That's from the Water Tribe!
245,1,The Avatar Returns,Water,1,2,Sokka,Katara!
246,1,The Avatar Returns,Water,1,2,Katara,"Hurry up, Sokka!"
247,1,The Avatar Returns,Water,1,2,Sokka,"I'm just a guy, with a boomerang. I didn't ask for all this flying and ''magic!'' Yip-yip! Yip-yip!"
248,1,The Avatar Returns,Water,1,2,Iroh,Duh? Huh?
249,1,The Avatar Returns,Water,1,2,Zuko,Shoot them down!
250,1,The Avatar Returns,Water,1,2,Iroh,Good news for the Fire Lord. The Fire Nation's greatest ''threat'' is just a little kid.
251,1,The Avatar Returns,Water,1,2,Zuko,"That ""kid"", Uncle, just did ''this.'' I won't underestimate him again. Dig the ship out and follow them!"
252,1,The Avatar Returns,Water,1,2,Zuko,As soon as you're done with that.
253,1,The Avatar Returns,Water,1,2,Katara,How did you do that?! With the water? It was the most ''amazing'' thing I've ''ever'' seen!
254,1,The Avatar Returns,Water,1,2,Aang,I don't know. I just sort of ... did it.
255,1,The Avatar Returns,Water,1,2,Katara,Why didn't you tell us ''you'' were the Avatar?
256,1,The Avatar Returns,Water,1,2,Katara,"But Aang, the world's been ''waiting'' for the Avatar to return and finally put an end to this war."
257,1,The Avatar Returns,Water,1,2,Aang,And how am I going to do that?
258,1,The Avatar Returns,Water,1,2,Katara,"According to legend, you need to first master water, then earth, then fire, right?"
259,1,The Avatar Returns,Water,1,2,Aang,That's what the monks told me.
260,1,The Avatar Returns,Water,1,2,Katara,"Well, if we go to the North Pole, you can master waterbending!"
261,1,The Avatar Returns,Water,1,2,Aang,We can learn it together!
262,1,The Avatar Returns,Water,1,2,Sokka,I'd like that. I'd ''reeally'' like that.
263,1,The Avatar Returns,Water,1,2,Katara,Then we're in this together!
264,1,The Avatar Returns,Water,1,2,Aang,"All right, but before I learn waterbending, we have some ''serious'' business to attend to. Here, here and here."
265,1,The Avatar Returns,Water,1,2,Katara,What's there?
266,1,The Avatar Returns,Water,1,2,Aang,"Here, we'll ride the hopping llamas. Then waaay over here, we'll surf on the backs of giant koi fish. Then back over here, we'll ride the hog monkeys. They don't like people riding them, but that's what makes it fun!"
267,1,The Southern Air Temple,Water,1,3,Aang,"Wait 'til you see it, Katara! The Air Temple is one of the most ''beautiful'' places in the world!"
268,1,The Southern Air Temple,Water,1,3,Katara,"Aang, I know you're excited, but it's been a hundred years since you've been home."
269,1,The Southern Air Temple,Water,1,3,Aang,That's ''why'' I'm so excited!
270,1,The Southern Air Temple,Water,1,3,Katara,It's just that ... a lot can change in all that time.
271,1,The Southern Air Temple,Water,1,3,Aang,"I know, but I need to see it for myself."
272,1,The Southern Air Temple,Water,1,3,Aang,"Wake up, Sokka! Air Temple, here we come!"
273,1,The Southern Air Temple,Water,1,3,Sokka,Uggh! Sleep now. Temple later.
274,1,The Southern Air Temple,Water,1,3,Aang,Sokka! Wake up! There's a prickle snake in your sleeping bag!
275,1,The Southern Air Temple,Water,1,3,Sokka,Ahh! Get it off! Get it off! Ahh!
276,1,The Southern Air Temple,Water,1,3,Aang,Great! You're awake! Let's go!
277,1,The Southern Air Temple,Water,1,3,Zuko,"Uncle, I want the repairs made as quickly as possible. I don't want to stay too long and risk losing his trail."
278,1,The Southern Air Temple,Water,1,3,Iroh,You mean the Avatar?
279,1,The Southern Air Temple,Water,1,3,Zuko,"Don't mention his name on these docks! Once word gets out that he's alive, every firebender will be out looking for him, and I don't want anyone getting in the way!"
280,1,The Southern Air Temple,Water,1,3,Zhao,"Getting in the way of what, Prince Zuko?"
281,1,The Southern Air Temple,Water,1,3,Zuko,Captain Zhao.
282,1,The Southern Air Temple,Water,1,3,Zhao,It's ''commander'' now. And General Iroh. Great hero of our nation.
283,1,The Southern Air Temple,Water,1,3,Iroh,''Retired'' general.
